Filipino Baby,Hank Locklin,Country,"When the warship left Manila sailing proudly o'er the sea
Many sailors hearts were filled with sad regret
Looking backward to this Island where they spent such happy hours
Making love to every pretty gal they've met
Well up stopped a little sailor with his bright eyes all aglow
Saying take a look my gal's photograph
Then the sailors gathered round him just to look upon her face
And he said I love my Filipino baby
She's my Filipino baby she's my treasure and my pet
Her teeth are bright and pearly and her hair is black as jet
Her lips are sweet as honey and her heart is true I know
And I love my little Filipino baby

In a little rustic cottage in the Port of Fillippines
Dwells a pretty little maiden all alone
And she's thinking of her true love though he's far off cross the sea
And her heart beats true for him and him alone
Then one day he whispered darling I've come back from Caroline
I've come back to claim the only girl I love
And that night there was a wedding while the ships crew gathered round
And he wed his little Filipino baby
She's my Filipino baby..."
Wondering,Webb Pierce,Country,"Wondering, wondering who's kissing you
Wondering, wondering if you're wondering too
Every hour through the day since you been away
I keep wondering, yes wondering if you're wondering too

I pray every night to the good Lord above
To send back to me the one I really love

Wondering, wondering who's kissing you
Wondering, wondering if you're wondering too
Every hour through the day since you been away
I keep wondering, yes wondering if you're wondering too

I pray every night to the good Lord above
To send back to me the one I really love

Wondering, wondering who's kissing you
Wondering, wondering if you're wondering too
Every hour through the day since you been away
I keep wondering, yes wondering if you're wondering too"
Come On Honey,Tanya Tucker,Country,"Come on honey, it don't matter no more 
Let your lovin' shine down on me 
Come on honey, well it don't matter no more 
Let your lovin' shine down on me, aha
Have you been hurt by some girl 
Who came to take you for a ride 
It seems when you woke up one mornin' 
She was not there by your side 
Well I'm not the kind who whispers into your ear 
The words that you want to hear 
Then she just disappears, whoa 
Someday you'll see that I'm devoted to you, oh 
I'll do what you want me to So

Come on honey, it don't matter no more 
Let your lovin' shine down on me 
Come on honey, it don't matter no more
Let your lovin' shine down on me, aha

What is the problem 
I don't understand why we can't get along 
Don't be afraid of the consequences 
I won't do you wrong 

I'm not the kind who whispers into your ear 
The words that you want to hear 
Then she just disappears, whoa 
Someday you'll see that I'm devoted to you, oh 
I'll do what you want me to So

Come on honey, it don't matter no more 
Let your lovin' shine down on me 
Come on honey, it don't matter no more 
Let your lovin' shine down on me

Come on honey, it don't matter no more 
Let your lovin' shine down on me aha"
Calypso,John Denver,Country,"To sail on a dream on a crystal clear ocean
To ride on the crest of a wild raging storm
To work in the service of life and the living
In search of the answers to questions unknown
To be part of the movement, part of the growing
Part of beginning to understand

Aye, Calypso, the places you've been to
The things that you've shown us, the stories you tell
Aye, Calypso, I sing to your spirit
The men who have served you so long and so well

Like the dolphin who guides you, you bring us beside you
To light up the darkness and show us the way
For though we are strangers in your silent world
To live on the land we must learn from the sea
To be true as the tide and free as a wind swell
Joyful and loving in letting it be

Aye, Calypso, the places you've been to
The things that you've shown us, the stories you tell
Aye, Calypso, I sing to your spirit
The men who have served you so long and so well

Aye, Calypso, the places you've been to
The things that you've shown us, the stories you tell
Aye, Calypso, I sing to your spirit
The men who have served you so long and so well"
Love Your Love The Most,Eric Church,Country,"I love sleeping in on saturdays
And I love college football games
I love not acting my age
And a good barbeque

Yeah I'm a fan of faulkner books
And anything my mama cooks
Small mouth bass have got me hooked
On Sunday afternoon

Yes I love good cold beer
And mustard on my fries
I love a good loud honky tonk
That rocks on Friday night
And hell yes I love my truck
But I want you to know
Honey I love your love the most

Man I love how redman taste
And damn I love my nascar race
Any song sung by george strait
Is country at it's best

Yes I love good cold beer
And mustard on my fries
I love a good loud honky tonk
That rocks on Friday night
And hell yes I love my truck
But I want you to know
Honey I love your love the most

I love

Yeah I love scuffed up cowboy boots
And broken tore up jeans
A four wheel drive eight point bucks
And rocky road ice cream
And hell yes I love my dog
And jack d in my coke
But honey I love your love

Yeah I love your love the most"
Highway Robbery,Tanya Tucker,Country,"Ok Officer, I Admit it,
I was speedin'
But before you write me up
Let me tell you the reason.
I wasn't tryin' to out run you,
I was chasin' a guy who outta
The blue, he committed a crime
Back about a mile or two.

I was crusin' along, when he
Pulled up outta no where.
He was hotter than the truck
He drove, and just one lane over.
He aimed those angel eyes at me,
Smiled like we were meant to be.
'For he stole my heart from a
Moving car.

It was highway robbery, He
Grabbed my heart and took
Off on the run.
It was highway robbery, he
Oughta do time in my arms
For what he's done.

So, hey officer, how 'bout
You understandin', won't you
Turn your blue light on and
Help me catch that bandit.

He's got somethin' that
Belongs to T. I can't let him
Get away scott free, for it's
Only right that he's mine tonight.

He ought to do time in my
Arms for what he' done.

spoken:

Hey officer
Lets talk 'bout this, now
By the time you let me go
That boy'll be all the way in Texas
Sure is good lookin'
By the way,
What color are your eyes?"
Like Nothing Else,Billy Ray Cyrus,Country,"Sometimes I catch myself staring
When you don't know I'm looking.
Still can't believe how lucky I got.
Everywhere I look I see a lot
Of the same ole same thing
Baby you were different from the start.
I thank God each day that
I get to hold an original.

Baby you're like nothing else,
The closer I get
The more I can tell.
I can look on my life
And never find a woman like you.
Your smile, your eyes,
Your touch, your kiss,
They're all like fingerprints.
You're one of a kind,
Yeah a moment in time,
You're like nothin' else.

The way you talk
The way you think
The way you love me crazy.
The way you get to me
Like no one has before.
You could get away with murder
When you look at me that way.
When I think I've seen it all
You show me more.
When you get this close
It's easy to know the difference.

Baby you're like nothing else,
The closer I get
The more I can tell.
I can look on my life
And never find a woman like you.
Your smile, your eyes,
Your touch, your kiss,
They're all like fingerprints.
You're one of a kind,
Yeah a moment in time,
You're like nothin' else.

You're like nothin' else

Whoa, you're like nothin' else..."
Did You Miss Me,Wanda Jackson,Country,"Tell me did you miss me while I was gone did you wanna kiss me when you were alone
Did you sit and stare at the telephone did you miss me while I was gone
Our love is so suddenly and stir is so new I just want to know if you feel like I do
Did you think about me while I was away and did every hour seem like a day
Was it something inside that you just couldn't say did you miss me while I was away
Our love is so suddenly and stir is so new I just want to know if you feel like I do
Tell me did you miss me while I was gone did you wanna kiss me when you were alone
Did you sit and stare at the telephone did you miss me while I was gone"
The Right Combination,Porter Wagoner & Dolly Parton,Country,"I believe we have the right combination
Our love and happiness both seem so strong
I believe we have a firm foundation
That our love can build and last forever on

There'll be times when you may doubt my reasons
But I know your love will always make a way
And I know that there'll be times
When we'll have heartaches
But it won't worry us cause love is just that way

I believe we have the right combination
Our love and happiness both seem so strong
I believe we have a firm foundation
That our love can build and last forever on

Some folks spend a lifetime searching for the right one
And they'll grasp at anyone of love's sensations
But you and I will search the most for we have found (yes we have honey)
You and I have found the right combination

I believe we have the right combination
Our love and happiness both seem so strong
I believe we have a firm foundation
That our love can build and last forever on"
Just Another Heartache,Chely Wright,Country,"(Ed Hill/Mark D. Sanders)

I'm fallin' head over heals for him
He's callin' me twice a night then callin' again
When I talk he likes to listen
He says I'm the one that he's been missin'
Somebody tell me that he isn't.

Just another heartache
Just another heartache
Another bad lie another goodbye
Lookin' for another heart to break.

Maybe I'm too cautious for my own good
Maybe he's the real deal knock on wood
All I know is he'll be here in a minute
I hope it's love and I hope he's in it
I'll be over my limit with.

Just another heartache
Just another heartache
Another bad lie another goodbye
Lookin' for another heart to break.

This better be somethin' more
I wanna be sure that I'm not fallin'
I'm not fallin' for.

Just another heartache
Just another heartache
Another bad lie another goodbye lookin' for a
Just another heartache just another heartache
Another bad lie another goodbye lookin' for another heart
Another bad lie another goodbye lookin' for another 
Heart to break..."
Blue Bedroom,Toby Keith,Country,"Woke up this morning with day old coffee
Smoked what was left of your cigarette
Sit by the phone just in case you call me
It ain't ringing yet
You're probably half way to Albuquerque
You'll hang a north up to Santa Fe
You'll never know just how much it hurt me
To watch you walk away

From my blue bedroom
I've got a sad and lonely view
Of a melancholy moon
My pillow smells like your perfume
Missing you in my blue bedroom

You never told me why you were leaving
I guess you did what you had to do
If you find that love is what you're needing
It's waiting here for you

From my blue bedroom
I've got a sad and lonely view
Of a melancholy moon
My pillow smells like your perfume
Missing you in my blue bedroom

You left a red dress, some purple shoes
That silver comb that you never used
A yellow ribbon from your hair
Baby you're still everywhere

In my blue bedroom

In my blue bedroom
I've got a sad and lonely view
Of a melancholy moon
My pillow smells like your perfume
Missing you
I'm needing you
Baby I want you
In my blue bedroom"
It's Been So Long,Webb Pierce,Country,"It's been so long since we said goodbye
I guess that's the reason why I sit and cry
I miss you baby every day and night
It's been so long since I held you tight

Everything's different since you went away
It gets so lonely every night and day
I can't help feeling that you ought to know
I love you baby and I miss you so

Nothing ever seems the same
My sunshine has turned to rain
Every time I hear your name
My heart becomes a burning flame

It's been so long since we said goodbye
I guess that's the reason why I sit and cry
I miss you baby every day and night
It's been so long since I held you tight

It's been so long since we said goodbye
I guess that's the reason why I sit and cry
I miss you baby every day and night
It's been so long since I held you tight

Everything's different since you went away
It gets so lonely every night and day
I can't help feeling that you ought to know
I love you baby and I miss you so

Nothing ever seems the same
My sunshine has turned to rain
Every time I hear your name
My heart becomes a burning flame

It's been so long since we said goodbye
I guess that's the reason why I sit and cry
I miss you baby every day and night
It's been so long since I held you tight"
Darby's Castle,Kris Kristofferson,Country,"See the ruin on the hill
Where the smoke is hanging still
Like an echo of an age long forgotten.
There's a story of a home
Crushed beneath those blackened stones
And a roof that fell before the beams were rotten.
See, Saul Darby loved his wife
And he laboured all his life
To provide her with material possessions
And he built for her a home
Of the finest wood and stone
And the building soon became his sole obsession.

Oh it took three hundred days
For the timber to be raised
And the silhouette was seen for miles around
And the gables reached as high
As the eagles in the sky
But it only took one night to bring it down --
When Darby's castle tumbled to the ground.

Though the shared a common bed
There was precious little said
In the moments that were set aside for sleeping.
For his busy dreams were filled
With the rooms he'd yet to build
And he never heard young Helen Darby weeping.
Then one night he heard a sound
As he laid his pencil down
And he traced it to her door and turned the handle,
And the pale light of the moon, 
Through the windows of the room,
Split the shadows where two bodies lay entangled.

Oh it took three hundred days
For the timber to be raised
And the silhouette was seen for miles around
And the gables reached as high
As the eagles in the sky
But it only took one night to bring it down --
When Darby's castle tumbled to the ground."
Unlove Me,Julie Roberts,Country,"Unloose this hold you've got on me
Unlock this heart that can't get free
Unlive the night you kissed and hugged me
Undream the dreams that we both shared
Unfeel the feelin' that you cared
Before you leave me, please unlove me.

Unlove me
Unmake all the memories I can't forget
Unlove me
Let me go back to the way I was before we met

Back to the days when I was strong
When t wasn't sad to be alone
When I was happy-go-lucky.
And I didn't know how good it felt 
To hold you and feel my heart melt
Show a little mercy and unlove me

Unlove me
Untie all the strings between your heart and mine
Unlove me
But do it real slow, so I don't have to lose you all at one time

Before you pack your bags and leave
One thing I wish you'd do for me 
Take a little time to just unlove me

Unlove me
Unmake all the memories I can't forget
Unlove me
Let me go back to the way I was before we met

Unloose this hold you've got on me
Unlock this heart that can't get free
Before you leave me, please unlove me
Show a little mercy and unlove me."
It's All Coming Back To Me Now,Keith Whitley,Country,"That innocent look in her green eyes
Sparkle when she starts to laugh
Memories of her start to fill up my mind
Like pieces of torn photographs

It's all come'n back to me now
I thought I'd forget her somehow
But my mind can't forget what
My heart won't allow
It's all come'n back to me now

That desparate look in her green eyes
When she said good bye in the rain
It tears me to pieces
I have to recall
How I caused her all of that pain

And it's all come'n back to me now
I thought I'd forget her somehow
But my mind can't forget what
My heart won't allow
It's all come'n back to me now"
Barbie Doll,Jack Ingram,Country,"I see you looking and I know what you think
You're getting braver with every drink but
I am telling you something you need to know

She may look like a sweet young thing
Talking to him but she ain't hearing a thing
If you were smart you'd turn around and let her go

That girls' a Barbie doll
A Barbie doll
She's real good-looking but she's got no heart at all

She puts on her makeup and drives to the bar in her
Boyfriend's old man's brand-new car
She's got no idea what she does or why

She does whatever she wants I guess
Whatever comes first or whatever looks best
Nobody I know has ever seen her cry

That girls' a Barbie doll
A Barbie doll
She's real good-looking but she's got no heart at all

You should have seen her last Saturday night
She had a friend of mine treating her right
She was hanging on him until she found a better deal

You should have seen how cold she got
My buddy asked why and she said why not
Nobody I know swears she's even real

That girls' a Barbie doll
A Barbie doll
She's real good-looking but she's got no heart at all"
Walking Shoes,Tanya Tucker,Country,"I'm gonna put on my walkin' shoes tonight
Well, I'm a-leavin' here
'Cause you don't treat me right
All ya do is make me cry
So now I'm a-gonna say goodbye
I'm gonna put on my walkin' shoes tonight

Ya, I'll be wearin' my old travelin' hat
Now, baby, what do you think of that
'Cause all ya do is treat me wrong
So, honey, I'll be good and gone
I'll be wearin' my old travelin' hat

I'm the best thing, baby that you ever had
When ya find that out
You're gonna feel so bad
You'll beg me, please
Come back home to you
But it's too late
I'm puttin' on my walkin' shoes

Walk on

But I'll be wearin my it's all over coat
And I ain't even leavin' you a note
All ya do is cause me pain
And I ain't commin' back again
I'll be wearin' my it's all over coat

I'm gonna put on my walkin' shoes tonight
Well, I'm a-leavin' here
'Cause you don't treat me right
All ya do is make me cry
So now I'm a-gonna say goodbye
I'm gonna put on my walkin' shoes tonight
I'm gonna put on my walkin' shoes tonight
Yeah I'm gonna put on my walkin' shoes tonight"
On The Other Hand (Remastered Album Version),Randy Travis,Country,"On one hand I count the reasons, I could stay with you
And hold you close to me, all night long
So many lover's games, I'd love to play with you
On that hand there's no reason, why it's wrong

But on the other hand, there's a golden band
To remind of someone, who would not understand
On one hand I could stay, and be your lovin' man
But the reason I must go, is on the other hand

In your arms I feel the passion, I thought had died
When I looked into your eyes, I found myself
And when I first kissed your lips, I felt so alive
I've got to hand it to you girl, you're somethin' else

But on the other hand, there's a golden band
To remind of someone, who would not understand
On one hand I could stay, and be your lovin' man
But the reason I must go, is on the other hand

Yeah the reason I must go, is on the other hand"
The Little Lady Preacher,Tom T. Hall,Country,"Oh, the little lady preacher from the limestone church
I'll never forget her, I guess
She preached each Sunday mornin' on the local radio
With a big black Bible and a snow-white dress

She was 19 years of age and was developed to a fault
But I will admit she knew the Bible well
A little white lace hanky marked the text that she would use
She'd breathe into that microphone and send us all to hell

She had a guitar picker by the name of luther short
A hairy-legged soul lost out in sin
She would turn and smile at luther when the program would commence
With a voice as sweet as angels she would break out in a hymn

I was pickin' for her too with what we call the doghouse bass
I clung to every word that passed her lips
She was down on booze and cigarettes and high on days to come
And she'd punctuate the prophecy with movements of her hips


The lord knows how I loved her, he was there each time she preached
But ol' luther took her home each Sunday morn'
Lookin' back I still recall the way it hurt my tender pride
I longed to be a hero but they're made not born

Sometimes ol' luther showed up at the studio half-tight
And smokin' was a thing he liked to do
She never said a word to him but said a prayer for me
I told her in a way that I'd been prayin' for her too

One Sunday her old man showed up and said that she was gone
Said she and brother luther had a call
I can see me standin' in that studio that day
I had to face the heartbreak, unemployment and all

I don't know where they are 'cause I ain't seen them people since
Lord if I judge 'em let me give 'em lots o' room
I know ol' luther short and he's a hard ol' boy to change
And I've often sat and wondered who it was converted whom"
Two Different Roads,Michael Nesmith,Country,"You can't try to walk down two different roads
Look to both of them to bring you home
You must take your own way, though it is the long way
And sometimes you find yourself alone
I know, this all happened once before

Sometimes you think, ""I'll wait,""
But he who hesitates is lost
This is not just a game
It's the problem of creation, and only meditation
Can make your mind and age the same
I know, for this all happened once before

You better move along, don't wait and let the dawn
And its friendly sunrise catch you at rest
Do what you must, no man can criticize you
As long as what you're doing is your best
I know, for this all happened once before
I know, for this all happened once before"
Play Me Some Fiddle,The Charlie Daniels Band,Country,"Every time I hear a fiddle and it's cookin' just a little
Well, it makes me want to jump up and run
And if he's sawing with some soul boogie woogie rock 'n' roll
Well, I know I'm gonna have some fun

And when the rosin' starts to fly and I'm lookin' in the eye
Like I'm just about to blow a fuse
Mama, call the doctor 'cause your boy has got
The rocking boogie woogie fiddle country blues

I met a man from Tennessee, this is what he said to me
He said, ""Music is a rhapsody""
He picked up his violin, stuck it underneath his chin
And started playing me a symphony

I said, ""That ain't the way it's done, let me see that fiddle son
And I sawed him off a chorus or two""
He said, ""You'd better call the doctor 'cause I think I've got
The rocking boogie woogie fiddle country blues""

Now if you want to play me some fiddle
I'll tell you right from the start
You'd better play me something lowdown hoedown honking
I don't want to hear no funeral march

It's got to pick me up and roll me over
It's got to make me want to jump up and sing
If it ain't buzzing like a beehive, kick it into overdrive
Or it don't mean a doggone thing

So let me rosin' up my bow and I think that I can show you
The way I like to play this thing
Let's put some boogie rhythm in it, kick it on up to the limit
I'm gonna put some fire on these strings

And if you feel your feet start moving to the beat
And you feel like you've got ants in your shoes
Well you'd better call the doctor 'cause you've probably got
The rocking boogie woogie fiddle country blues"
Every Time She Passes By,George Ducas,Country,"She comes strolling down the street
(Every time she passes by)
My head spins when our eyes meet
(Every time she passes by)
Her perfume fills my head
(Every time she passes by)
I hang on every word she says
(Every time she passes by)

This ain't infatuation
Mere idle fascination
My love gets stronger every time
Every time she passes by

I get tongue tied and words don't come
(Every time she passes by)
I'm working all my courage up
(Every time she passes by)
I wanna ask her on the town
(Every time she passes by)
Here's my chance she's coming round
Here's my chance to make her mine

This ain't infatuation
Mere idle fascination
My love gets stronger every time
Every time she passes

Look at how she smiles at me
Before to long I know she'll be the answer to my every dream come true

Now look at us we're hand in hand
(Every time she passes by)
I know I'm a lucky man
(Every time she passes by)

This ain't infatuation
Mere idle fascination
My love gets stronger every time
Every time she passes by

Every time she passes by
Every time she passes by"
That Rock Won't Roll,Restless Heart,Country,"Every little move she makes,
Is gonna catch somebody's eye.
You ought to see all the double-takes,
When she goes walkin' by.
But she's so distant.
She seems so cold.

Everybody says that rock won't roll.
They say the girl's got a heart of stone.
That rock won't roll,
Oh, but she's too pretty to be alone.
I've got all this love inside me,
And I've just got to see,
If that rock won't roll.

I'll give her everything I've got,
I'm gonna change her point of view.
I'll keep tryin' and I won't stop,
Until the love in her eyes shines through.
When I show her,
This heart of gold.

Then we'll see if that rock won't roll,
They say the girl's got a heart of stone.
That rock won't roll,
Oh, but she's too pretty to be alone.
I've got all this love inside me,
And I've just got to see,
If that rock won't roll.

I've got all this love inside me,
And I've just got to see,
If that rock won't roll.

Oh, she's so pretty,
But that rock won't roll.
Ooh, and I've just got to see,

To Fade.

If that rock won't roll.
That rock won't roll.
I just can't believe that rock won't roll."
Six Days On The Road,Dave Dudley,Country,"Well I pulled out of Pittsburgh, a-rollin' down that Eastern Seaboard
I got my diesel wound up and she's a-runnin' like a-never before
There's a speed zone ahead, but all right 
I don't see a cop in sight
Six days on the road and I'm a-gonna make it home tonight

I got me ten forward gears and a Georgia overdrive
I'm taking little white pills and my eyes are open wide
I just passed a Jimmy in a white 
I been a passing everything in sight
Six days on the road and I'm a-gonna make it home tonight

Well it seems like a month since I kissed my baby goodbye
I could have a lot of women but I'm not a-like a-some other guys
I could find one to hold me tight 
But I could never make believe it's all right
Six days on the road and I'm a-gonna make it home tonight

ICC is a checking on down the line
Well I'm a little overweight and my log book's way behind
But nothin' bothers me tonight 
I can dodge all the scales all right
Six days on the road and I'm a-gonna make it home tonight

Well my rig's a little old but that don't mean she's slow
There's a flame from her stack and that smoke's a-blowing black as coal
My hometown's a-comin' in sight 
If you think I'm a-happy, you're right
Six days on the road and I'm a-gonna make it home tonight
Six days on the road and I'm a-gonna make it home tonight
Six days on the road and I'm a-gonna make it home tonight"
American Soldier,Toby Keith,Country,"I'm just trying to be a father
Raise a daughter and a son
Be a lover to their mother
Everything to everyone
Up and at 'em bright and early
I'm all business in my suit
Yeah, I'm dressed for success
From my head down to my boots

I don't do it for money
There's bills that I can't pay
I don't do it for the glory
I just do it anyway
Providing for our future's my responsibility
Yeah I'm real good under pressure
Being all that I can be

And I can't call in sick on Mondays
When the weekend's been too strong
I just work straight through the holidays
And sometimes all night long
You can bet that I stand ready
When the wolf growls at the door
Hey, I'm solid, hey I'm steady
Hey I'm true down to the core

And I will always do my duty
No matter what the price
I've counted up the cost
I know the sacrifice
Oh, and I don't want to die for you
But if dyin's asked of me
I'll bear that cross with honor
'Cause freedom don't come free

I'm an American soldier, an American
Beside my brothers and my sisters
I will proudly take a stand
When liberty's in jeopardy
I will always do what's right
I'm out here on the front lines
Sleep in peace tonight
American soldier
I'm an American soldier

Yeah, an American soldier, an American
Beside my brothers and my sisters
I will proudly take a stand
When liberty's in jeopardy
I will always do what's right
I'm out here on the front lines
So sleep in peace tonight
American soldier
I'm an American
An American
An American soldier"
Let Me Go Home Whiskey,Asleep At The Wheel,Country,"Henry

Let me go home whiskey, let me walk out that door
Let me go home whiskey, let me walk out that door
I got orders from my baby
Not to come home juiced no more
I stop by a fence to visit with a friend of mine
I just dropped in for a minute
But I over stayed my time

Let me go home whiskey, let me walk out that door
Let me go home whiskey, let me walk out that door
I got orders
Don't you come home drunk no more

Why oh why does whiskey
Make me lose my head
Got me sitting at a bar
When I should be home in bed

Let me go home whiskey, let me walk out that door
Let me go home whiskey, let me walk out that door
I got orders from my baby
Not to come home drunk no more

Yeah whiskey every morning
Whiskey every night
As long as I got my whiskey
Everything's alright

Let me go home whiskey, let me walk out that door
Let me go home whiskey, let me walk out that door
I got orders from my baby
Don't you come home drunk no more"
